w_val,q2_val,gen_events,weight,rec_events,weight_rec,flux,cross_section,formfactor,formfactor_krishna,cs_scaled,cs_scaled_krishna,cs_scaled_unc,cs_scaled_krishna_unc,cs_unc,acceptance,acceptance_no_wt,luminosity_had,q_had,elec_cs,lumi_elec,q_elec,no_of_sec_45nA,no_year_45nA
1.525,2.7,21374,6.32539,685,0.22167,0.00012,2.54073,1.31678,1.30626,3.34557,3.31885,0.02946,0.02923,0.02238,0.03504447947083105,0.03204828296060634,1.7058477260818678e+34,1.288307322771594e-08,0.00029593852343969305,1.9284522037262595e+38,0.0001456534897074214,3236.744215720476,0.00010263648578514954
1.525,3.25,17650,2.3684,772,0.11282,8e-05,1.78412,1.25573,1.21703,2.24037,2.17133,0.02134,0.02068,0.017,0.047635534538084785,0.04373937677053824,1.8740415007471513e+34,1.415332301749982e-08,0.0001341869688385269,3.1288778585357206e+38,0.0002363200799498278,5251.5573322183955,0.00016652579059545902
1.525,3.85,24276,1.57282,1274,0.09441,5e-05,1.30212,1.20075,1.13847,1.56352,1.48242,0.01283,0.01217,0.01069,0.06002594066708205,0.052479815455594,2.1310202670674236e+34,1.6094103670926845e-08,6.478909210743121e-05,5.1426755640292346e+38,0.00038841960453393006,8631.546767420668,0.000273704552493045
1.525,4.6,28346,0.82728,1754,0.05561,3e-05,0.91848,1.14412,1.05938,1.05086,0.97302,0.00799,0.0074,0.00699,0.06722028817329079,0.06187821914908629,2.831292668510213e+34,2.138277070093054e-08,2.918507020390884e-05,1.0194569322064376e+39,0.0007699825771951945,17110.72393767099,0.0005425774967551684
1.525,5.5,34797,0.44914,2379,0.03243,2e-05,0.64701,1.0887,0.9838,0.70439,0.63653,0.00484,0.00438,0.00445,0.07220465779044397,0.06836796275540995,3.932344879253508e+34,2.9698246954561647e-08,1.2907434548955369e-05,2.1459759481961143e+39,0.0016208277554351316,36018.39456522515,0.0011421357992524464
1.525,6.5,35018,0.2002,2454,0.01511,1e-05,0.44906,1.03836,0.91677,0.46629,0.41169,0.00318,0.00281,0.00307,0.07547452547452548,0.07007824547375635,5.682945651836207e+34,4.2919308600832314e-08,5.717059797818265e-06,4.6350761085373924e+39,0.0035008127707986344,77795.83935108077,0.0024668898830251386
1.525,7.5,35130,0.09889,2366,0.00697,1e-05,0.32828,0.99647,0.8622,0.32713,0.28305,0.00223,0.00193,0.00223,0.07048235413085245,0.06734984343865642,8.67419579376501e+34,6.551012607631606e-08,2.814972957586109e-06,1.0080344332855094e+40,0.007613553121491762,169190.0693664836,0.005364981905329896
1.525,8.5,34905,0.05251,2157,0.00328,1e-05,0.24973,0.96082,0.81663,0.23995,0.20394,0.00163,0.00138,0.0017,0.06246429251571129,0.06179630425440481,1.3343735229392303e+35,1.0077588723957632e-07,1.5043690015757055e-06,2.1283536585365854e+40,0.01607517868985336,357226.1931078525,0.01132756827460212
1.525,9.5,35148,0.03007,1815,0.00154,0.0,0.1954,0.92994,0.77782,0.18171,0.15198,0.00122,0.00102,0.00132,0.05121383438643166,0.05163878456811198,2.149135878704972e+35,1.6230918198814074e-07,8.555252076931831e-07,4.564675324675325e+40,0.03447639973319731,766142.2162932736,0.024294210308640082
1.525,10.5,34984,0.01793,1389,0.00078,0.0,0.15645,0.90281,0.74424,0.14124,0.11644,0.00095,0.00079,0.00106,0.04350250976017847,0.039703864623828036,3.255052320472881e+35,2.458313058283272e-07,5.125200091470387e-07,8.970256410256409e+40,0.06775118134634749,1505581.807696611,0.04774168593659979
1.5750000000000002,2.2,13908,9.76561,317,0.2405,0.0002,3.51622,1.38479,1.40808,4.86923,4.95113,0.05287,0.05376,0.03818,0.0246272378274373,0.022792637331032498,1.6678385282866898e+34,1.2596016375550862e-08,0.0007021577509347138,1.1565904365904368e+38,8.735577315637739e-05,1941.239403475053,6.155629767488118e-05
1.5750000000000002,2.7,20749,6.5929,786,0.28606,0.00013,2.52151,1.31678,1.30626,3.32026,3.29374,0.03002,0.02978,0.0228,0.04338910039588041,0.037881343679213454,1.3882806052536538e+34,1.0484711164214588e-08,0.0003177454335148682,1.4506746836328044e+38,0.00010956757429250788,2434.834984277953,7.720811086624661e-05
1.5750000000000002,3.25,17289,2.49865,869,0.14202,8e-05,1.76774,1.25573,1.21703,2.2198,2.15139,0.02166,0.02099,0.01725,0.05683869289416285,0.05026317311585401,1.585156210637148e+34,1.1971574734817218e-08,0.00014452252877552202,2.4347275031685672e+38,0.0001838918053752694,4086.4845638948755,0.00012958157546597146
1.5750000000000002,3.85,24675,1.71609,1446,0.11601,5e-05,1.28065,1.20075,1.13847,1.53774,1.45798,0.01267,0.01201,0.01055,0.06760134957956751,0.058601823708206685,1.9239408594241764e+34,1.4530177927831554e-08,6.954772036474164e-05,4.253943625549521e+38,0.0003212948357665801,7139.885239257335,0.00022640427572480134
1.5750000000000002,4.6,27922,0.89394,1832,0.06672,3e-05,0.91941,1.14412,1.05938,1.05192,0.974,0.00816,0.00755,0.00713,0.07463588160279214,0.06561134589212807,2.5474144982439783e+34,1.9238837687817976e-08,3.201561492729747e-05,8.36990407673861e+38,0.0006321679816267832,14048.177369484072,0.0004454647821373691
1.5750000000000002,5.5,34694,0.48597,2565,0.0411,2e-05,0.63825,1.0887,0.9838,0.69486,0.62791,0.00484,0.00437,0.00445,0.08457312179764183,0.07393209200438117,3.4033006911437915e+34,2.5702746704507144e-08,1.4007321150631233e-05,1.688272506082725e+39,0.0012751302916032665,28336.22870229481,0.000898535917754148
1.5750000000000002,6.5,34978,0.22004,2653,0.01899,1e-05,0.44761,1.03836,0.91677,0.46478,0.41036,0.00321,0.00283,0.00309,0.08630249045628068,0.07584767568185717,4.98607992261923e+34,3.7656369780373306e-08,6.290811367145063e-06,3.683833596629805e+39,0.002782351659085955,61830.036868576775,0.0019606176074510647
1.5750000000000002,7.5,35410,0.10999,2585,0.0086,1e-05,0.32719,0.99647,0.8622,0.32604,0.28211,0.00224,0.00194,0.00224,0.07818892626602418,0.07300197684269981,7.845377796418188e+34,5.925064418411138e-08,3.1061846935893815e-06,8.234883720930233e+39,0.006219700695566641,138215.57101259203,0.0043827870057265355
1.5750000000000002,8.5,34602,0.05758,2334,0.00426,1e-05,0.24889,0.96082,0.81663,0.23914,0.20325,0.00165,0.0014,0.00172,0.07398402222994095,0.06745274839604647,1.1304199987356886e+35,8.537270589348905e-08,1.664065660944454e-06,1.6245070422535209e+40,0.012269690651461636,272659.792254703,0.0086459852947331
1.5750000000000002,9.5,34923,0.03295,2028,0.00218,0.0,0.19369,0.92994,0.77782,0.18012,0.15065,0.00123,0.00103,0.00133,0.0661608497723824,0.058070612490335884,1.678289906626978e+35,1.2674948316796147e-07,9.435042808464336e-07,3.20394495412844e+40,0.02419898001607583,537755.1114683518,0.017052102722867574
1.5750000000000002,10.5,34730,0.01957,1412,0.00099,0.0,0.15438,0.90281,0.74424,0.13937,0.11489,0.00096,0.00079,0.00106,0.05058763413387839,0.04065649294558019,2.8367190597225754e+35,2.142375243352145e-07,5.634897782896631e-07,7.016161616161615e+40,0.05299215722176446,1177603.493816988,0.0373415618282911
1.625,2.2,13948,11.68158,371,0.34215,0.00021,3.93305,1.38479,1.40808,5.44644,5.53806,0.05873,0.05972,0.04241,0.029289702249182047,0.02659879552624032,1.2537250842842482e+34,9.468507546894102e-09,0.0008375093203326642,8.153149203565686e+37,6.157967676409127e-05,1368.4372614242507,4.339286090259547e-05
1.625,2.7,20861,7.85187,882,0.3408,0.00014,2.78518,1.31678,1.30626,3.66746,3.63817,0.03257,0.03231,0.02474,0.04340367326509481,0.04227985235607114,1.2564294987750282e+34,9.488932095574564e-09,0.00037638991419395044,1.224237089201878e+38,9.246503694878231e-05,2054.778598861829,6.515660194259985e-05
1.625,3.25,17558,3.0722,1039,0.20161,9e-05,1.98612,1.25573,1.21703,2.49402,2.41716,0.02389,0.02315,0.01902,0.0656239828136189,0.059175304704408245,1.2219895134740395e+34,9.228831005770255e-09,0.00017497437065725025,1.741778681613015e+38,0.00013155428108859628,2923.428468635473,9.27013086198463e-05
1.625,3.85,24178,2.0703,1524,0.14192,6e-05,1.45717,1.20075,1.13847,1.74969,1.65894,0.01439,0.01364,0.01198,0.0685504516253683,0.0630325088923815,1.6674720597792092e+34,1.2593248695560827e-08,8.562742989494583e-05,3.4072717023675305e+38,0.00025734680531476814,5718.817895883737,0.0001813425258715036
1.625,4.6,28070,1.08479,2001,0.08299,4e-05,1.02142,1.14412,1.05938,1.16864,1.08207,0.00893,0.00827,0.0078,0.07650328635035353,0.07128607053794087,2.237016343039786e+34,1.689461780107081e-08,3.864588528678304e-05,6.764670442221954e+38,0.0005109267705605704,11353.928234679342,0.0003600307025202734
1.625,5.5,35020,0.60146,2870,0.05292,2e-05,0.7174,1.0887,0.9838,0.78104,0.70578,0.00539,0.00487,0.00495,0.08798590097429589,0.0819531696173615,2.9103393664930657e+34,2.197975505243611e-08,1.71747572815534e-05,1.3235071806500376e+39,0.0009996277799471582,22213.950665492404,0.000704399754740373
1.625,6.5,34991,0.26738,2917,0.02459,2e-05,0.49666,1.03836,0.91677,0.51571,0.45533,0.00356,0.00315,0.00343,0.09196648964021244,0.08336429367551657,4.216914864363882e+34,3.1847404760696934e-08,7.641393501186019e-06,2.845953639690931e+39,0.0021495118124553857,47766.92916567524,0.0015146793875467795
1.625,7.5,34907,0.13224,2770,0.01136,1e-05,0.36346,0.99647,0.8622,0.36218,0.31338,0.00249,0.00216,0.0025,0.08590441621294616,0.07935371128999914,6.428209768856665e+34,4.854776654978222e-08,3.7883519064943994e-06,6.145598591549295e+39,0.004641690779115781,103148.68398035069,0.003270823312415991
1.625,8.5,35017,0.07054,2412,0.0052,1e-05,0.27373,0.96082,0.81663,0.263,0.22353,0.00181,0.00154,0.00189,0.07371703997731782,0.06888082931147728,1.0315881836794385e+35,7.790863104595109e-08,2.0144501242253763e-06,1.3468076923076924e+40,0.010172263537067162,226050.30082371473,0.007168008016987403
1.625,9.5,34874,0.03953,2043,0.00266,1e-05,0.21094,0.92994,0.77782,0.19616,0.16407,0.00135,0.00113,0.00145,0.06729066531748039,0.05858232494121695,1.5151817144819636e+35,1.1443106370228558e-07,1.1335092045650055e-06,2.6221052631578947e+40,0.01980442041660041,440098.2314800091,0.013955423372653764
1.625,10.5,35522,0.02417,1549,0.00129,0.0,0.16861,0.90281,0.74424,0.15222,0.12549,0.00104,0.00086,0.00115,0.05337194869673148,0.043606778897584596,2.4617572077949192e+35,1.8591928160976655e-07,6.804233995833568e-07,5.507286821705426e+40,0.04159582191620412,924351.5981378693,0.029310996896812193
1.6749999999999998,2.2,14078,15.54485,405,0.44194,0.00023,4.9008,1.38479,1.40808,6.78657,6.90073,0.07213,0.07334,0.05208,0.0284299944997861,0.028768290950419093,1.0365801475160926e+34,7.828563911457537e-09,0.0011041944878533883,6.371000588315156e+37,4.8119339790899964e-05,1069.3186620199992,3.3907872337011646e-05
1.6749999999999998,2.7,21050,10.55388,1019,0.50181,0.00014,3.48636,1.31678,1.30626,4.59076,4.5541,0.04052,0.0402,0.03077,0.04754744226767786,0.04840855106888361,9.162589861214005e+33,6.919862443330568e-09,0.000501371971496437,8.3896295410613575e+37,6.336578203218547e-05,1408.1284896041216,4.465146149175931e-05
1.6749999999999998,3.25,17584,4.16295,1130,0.26062,9e-05,2.51303,1.25573,1.21703,3.15569,3.05843,0.03021,0.02928,0.02406,0.06260464334186094,0.06426296633303002,1.0123463383064524e+34,7.645542922033474e-09,0.00023674647406733397,1.3493975903614455e+38,0.00010191824700615146,2264.8499334700327,7.18179202647778e-05
1.6749999999999998,3.85,24439,2.87163,1723,0.19426,6e-05,1.86209,1.20075,1.13847,2.2359,2.11992,0.01831,0.01736,0.01525,0.06764799086233253,0.07050206636932771,1.3222778321207908e+34,9.986238442117594e-09,0.0001175019436147142,2.516112426644703e+38,0.0001900387029187842,4223.082287084093,0.00013391306085375738
1.6749999999999998,4.6,27679,1.49243,2147,0.1119,4e-05,1.32155,1.14412,1.05938,1.51202,1.40002,0.0116,0.01074,0.01014,0.07497839094630904,0.07756783120777484,1.764153390834074e+34,1.3323415080689328e-08,5.391921673470862e-05,4.94709562109026e+38,0.00037364770552041234,8303.282344898053,0.0002632953559391823
1.6749999999999998,5.5,34811,0.85567,2930,0.06925,3e-05,0.94833,1.0887,0.9838,1.03244,0.93297,0.00714,0.00645,0.00656,0.08093073264225695,0.08416879721926977,2.3936006910550966e+34,1.8077189721736245e-08,2.458044870874149e-05,1.0053718411552347e+39,0.0007593442909027452,16874.31757561656,0.0005350811001907838
1.6749999999999998,6.5,34894,0.38948,2979,0.0319,2e-05,0.66766,1.03836,0.91677,0.69327,0.6121,0.00479,0.00423,0.00461,0.08190407723118003,0.08537284346879119,3.522265319057433e+34,2.6601203225265712e-08,1.1161804321659884e-05,2.1877115987460816e+39,0.0016523501501103334,36718.89222467408,0.0011643484343186858
1.6749999999999998,7.5,35096,0.19796,2867,0.01532,1e-05,0.49653,0.99647,0.8622,0.49478,0.42811,0.00339,0.00293,0.0034,0.07738937159022025,0.08169022110781855,5.223198600702034e+34,3.944716109585404e-08,5.640528835194894e-06,4.5817232375979114e+39,0.0034605160404818057,76900.35645515124,0.002438494306670194
1.6749999999999998,8.5,34809,0.10627,2537,0.00719,1e-05,0.37967,0.96082,0.81663,0.3648,0.31005,0.00251,0.00213,0.00261,0.06765785263950315,0.07288344968255336,8.103207427469926e+34,6.119785082297353e-08,3.052946077163952e-06,9.682614742698191e+39,0.007313153128926125,162514.5139761361,0.005153301432525879
1.6749999999999998,9.5,34955,0.06083,2071,0.0033,1e-05,0.29569,0.92994,0.77782,0.27497,0.22999,0.00189,0.00158,0.00203,0.054249547920433995,0.0592476040623659,1.3407523244960055e+35,1.0125763344883357e-07,1.7402374481476183e-06,2.1184848484848485e+40,0.016000640849583445,355569.7966574099,0.011275044287715941
1.6749999999999998,10.5,35071,0.03702,1642,0.00163,0.0,0.23832,0.90281,0.74424,0.21516,0.17737,0.00147,0.00121,0.00163,0.04403025391680173,0.04681930940092954,2.1111411453539497e+35,1.5943970586465898e-07,1.0555729805252203e-06,4.303190184049079e+40,0.032501436435416,722254.1430092446,0.022902528634235305
1.725,2.2,14269,19.20764,502,0.58612,0.00024,5.68571,1.38479,1.40808,7.87351,8.00595,0.08435,0.08577,0.06091,0.03051494092975503,0.035181161959492606,8.324325976992207e+33,6.286780437272265e-09,0.0013461097484056346,4.868968811847404e+37,3.677468891123416e-05,817.2153091385369,2.5913727458730875e-05
1.725,2.7,21009,13.2347,1077,0.63936,0.00015,4.14485,1.31678,1.30626,5.45785,5.41426,0.04872,0.04833,0.037,0.04830936855387731,0.05126374410966728,7.585374705669326e+33,5.7287022926284466e-09,0.0006299538293112475,6.5718843843843845e+37,4.963658900592435e-05,1103.0353112427633,3.497702027025505e-05
1.725,3.25,17417,5.14709,1168,0.31716,0.0001,2.95366,1.25573,1.21703,3.709,3.59469,0.03585,0.03475,0.02855,0.061619283906051765,0.06706091749440202,8.750976455541447e+33,6.6089996643315805e-09,0.00029552104265947066,1.0983100012611931e+38,8.29539275877034e-05,1843.4206130600755,5.8454484178718785e-05
1.725,3.85,24690,3.67796,1904,0.26251,7e-05,2.21336,1.20075,1.13847,2.65769,2.51984,0.02177,0.02064,0.01813,0.07137380504410054,0.07711624139327664,1.054354905794637e+34,7.962804212632254e-09,0.00014896557310652085,1.8810711972877223e+38,0.00014207486384348354,3157.2191965218567,0.00010011476396885644
1.725,4.6,28090,1.9462,2307,0.14158,4e-05,1.58541,1.14412,1.05938,1.81391,1.67955,0.01386,0.01283,0.01211,0.0727468913780701,0.08212887148451406,1.515653130434391e+34,1.1446666644772983e-08,6.928444286222855e-05,3.9680745868060455e+38,0.00029970351864093994,6660.078192020887,0.00021118969406458928
1.725,5.5,35084,1.1063,2991,0.08675,3e-05,1.13117,1.0887,0.9838,1.23151,1.11285,0.00846,0.00765,0.00777,0.07841453493627405,0.0852525367688975,2.0710733574492103e+34,1.5641366644884903e-08,3.1532892486603585e-05,8.088530259365995e+38,0.0006109161827315705,13575.915171812678,0.0004304894460874137
1.725,6.5,34864,0.50641,3157,0.0416,2e-05,0.80492,1.03836,0.91677,0.83579,0.73793,0.00573,0.00506,0.00551,0.08214687703639342,0.09055185865075722,2.9130086044801466e+34,2.199991393761911e-08,1.4525298301973382e-05,1.676153846153846e+39,0.0012659772251917265,28132.827226482812,0.0008920860992669587
1.725,7.5,35017,0.25863,2908,0.01862,1e-05,0.60048,0.99647,0.8622,0.59836,0.51773,0.00407,0.00352,0.00408,0.07199474152263852,0.08304537795927693,4.6426577076519e+34,3.506274229780152e-08,7.385841162863753e-06,3.761224489795918e+39,0.0028408039953141374,63128.977673647496,0.002001806750179081
1.725,8.5,35199,0.14221,2626,0.00874,1e-05,0.46281,0.96082,0.81663,0.44468,0.37795,0.003,0.00255,0.00313,0.06145840658181562,0.07460439217023211,7.31814655395112e+34,5.52688358428451e-08,4.040171595783972e-06,8.054691075514874e+39,0.006083603531355644,135191.189585681,0.004286884499799626
1.725,9.5,34942,0.08246,2201,0.00423,1e-05,0.36849,0.92994,0.77782,0.34267,0.28662,0.00232,0.00194,0.00249,0.05129759883579917,0.06299009787648102,1.1377762765643546e+35,8.592827404005397e-08,2.3599107091752048e-06,1.6521040189125295e+40,0.0124781270310614,277291.71180136444,0.008792862500043266
1.725,10.5,35279,0.05059,1629,0.00177,0.0,0.29687,0.90281,0.74424,0.26802,0.22095,0.0018,0.00149,0.002,0.034987151610990315,0.0461747781966609,2.132820006264816e+35,1.6107695840682848e-07,1.4339975622891806e-06,3.9863276836158187e+40,0.030108215133049985,669071.4474011108,0.02121611641936551
1.775,2.2,13891,16.956,525,0.60738,0.00025,4.93692,1.38479,1.40808,6.83659,6.9516,0.07573,0.07701,0.05469,0.035820948336871904,0.03779425527319848,8.166827469914926e+33,6.167832844887037e-09,0.0012206464617378159,4.574072244723237e+37,3.4547373449571275e-05,767.7194099904727,2.434422279269637e-05
1.775,2.7,20893,12.09323,1165,0.65008,0.00016,3.62583,1.31678,1.30626,4.77442,4.73628,0.04373,0.04338,0.03321,0.05375569636896015,0.05576030249365816,7.792644832333325e+33,5.8852389036578236e-09,0.0005788173072320873,6.427824267782426e+37,4.8548521659988105e-05,1078.8560368886247,3.421030051016694e-05
1.775,3.25,17505,4.75279,1190,0.32562,0.00011,2.5709,1.25573,1.21703,3.22836,3.12886,0.0318,0.03082,0.02533,0.06851133755120677,0.06798057697800629,9.04243908156969e+33,6.8291209739216745e-09,0.0002715104255926878,1.0751796572692095e+38,8.1206922754472e-05,1804.5982834327112,5.722343618190992e-05
1.775,3.85,24366,3.34654,1911,0.25522,7e-05,1.92506,1.20075,1.13847,2.31151,2.19161,0.01933,0.01833,0.0161,0.0762638426553993,0.07842895838463433,1.1345288264752987e+34,8.568301687752424e-09,0.00013734466059262907,1.9094114881278897e+38,0.00014421536919394937,3204.785982087764,0.0001016230968444877
1.775,4.6,28000,1.82299,2375,0.14848,5e-05,1.39938,1.14412,1.05938,1.60106,1.48247,0.01246,0.01154,0.01089,0.08144860915309464,0.08482142857142858,1.533693989693035e+34,1.1582916620293293e-08,6.510678571428572e-05,3.771551724137931e+38,0.0002848604021252213,6330.231158338252,0.0002007303132400511
1.775,5.5,34960,1.03022,3318,0.09314,3e-05,0.98886,1.0887,0.9838,1.07657,0.97284,0.00753,0.00681,0.00692,0.09040787404632021,0.09490846681922196,2.0548563429689628e+34,1.5518890891692187e-08,2.9468535469107548e-05,7.506978741679192e+38,0.0005669923520905734,12599.830046457186,0.00039953798980394426
1.775,6.5,34931,0.47102,3315,0.04324,2e-05,0.69638,1.03836,0.91677,0.72309,0.63842,0.00502,0.00443,0.00483,0.0918007727909643,0.09490137700037216,3.0129456876976566e+34,2.2754668738748253e-08,1.3484297615298732e-05,1.6156799259944493e+39,0.0012203020589081942,27117.823531293205,0.000859900543229744
