w_val,q2_val,gen_events,flux,weight,cross_section,formfactor,formfactor_krishna,cs_scaled,cs_scaled_krishna,cs_scaled_unc,cs_scaled_krishna_unc,cs_unc
1.975,9.25,17554,0.00001,0.05339,0.31291,0.93728,0.78699,0.29328,0.24626,0.00305,0.00256,0.00325
1.975,9.75,17530,0.00001,0.04143,0.28016,0.92284,0.76899,0.25854,0.21544,0.00266,0.00221,0.00288
1.975,10.25,17589,0.00001,0.03323,0.25634,0.90929,0.75221,0.23309,0.19282,0.00239,0.00198,0.00263
1.975,10.75,17591,0.00001,0.02623,0.23027,0.89652,0.73653,0.20644,0.16960,0.00211,0.00173,0.00235
2.025,2.25,17613,0.00027,18.72344,3.89063,1.37731,1.39677,5.35862,5.43432,0.05765,0.05846,0.04185
2.025,2.75,17212,0.00018,8.84839,2.81570,1.31071,1.29729,3.69055,3.65279,0.04035,0.03994,0.03079
2.025,3.25,17404,0.00013,4.77669,2.13532,1.25573,1.21703,2.68138,2.59874,0.02906,0.02816,0.02314
2.025,3.75,17470,0.00009,2.72785,1.65979,1.20923,1.15047,2.00707,1.90954,0.02161,0.02056,0.01787
2.025,4.25,17398,0.00007,1.61938,1.31147,1.16914,1.09409,1.53330,1.43487,0.01663,0.01557,0.01423
2.025,4.75,17538,0.00005,1.03915,1.07994,1.13406,1.04552,1.22472,1.12910,0.01317,0.01214,0.01161
2.025,5.25,17545,0.00004,0.69142,0.91061,1.10298,1.00310,1.00438,0.91343,0.01078,0.00981,0.00978
2.025,5.75,17451,0.00003,0.45602,0.75261,1.07516,0.96562,0.80917,0.72673,0.00870,0.00781,0.00809
2.025,6.25,17476,0.00003,0.31814,0.64404,1.05004,0.93219,0.67627,0.60037,0.00718,0.00638,0.00684
2.025,6.75,17223,0.00002,0.22176,0.55248,1.02720,0.90213,0.56751,0.49841,0.00608,0.00534,0.00592
2.025,7.25,17304,0.00002,0.16035,0.47691,1.00629,0.87489,0.47991,0.41724,0.00510,0.00444,0.00507
2.025,7.75,17403,0.00002,0.12090,0.42458,0.98704,0.85007,0.41908,0.36092,0.00444,0.00382,0.00449
2.025,8.25,17468,0.00001,0.08998,0.37050,0.96924,0.82732,0.35910,0.30652,0.00381,0.00325,0.00393
2.025,8.75,17615,0.00001,0.06879,0.32785,0.95270,0.80637,0.31234,0.26436,0.00333,0.00282,0.00350
2.025,9.25,17345,0.00001,0.05257,0.29480,0.93728,0.78699,0.27631,0.23201,0.00293,0.00246,0.00313
2.025,9.75,17476,0.00001,0.04105,0.26294,0.92284,0.76899,0.24265,0.20219,0.00261,0.00218,0.00283
2.025,10.25,17570,0.00001,0.03238,0.23586,0.90929,0.75221,0.21447,0.17742,0.00225,0.00186,0.00248
2.025,10.75,17585,0.00001,0.02613,0.21615,0.89652,0.73653,0.19379,0.15920,0.00204,0.00168,0.00228
2.075,2.25,17546,0.00028,18.32685,3.75546,1.37731,1.39677,5.17244,5.24551,0.05744,0.05825,0.04170
2.075,2.75,17290,0.00019,8.78801,2.72047,1.31071,1.29729,3.56573,3.52924,0.04010,0.03969,0.03060
2.075,3.25,17666,0.00013,4.86091,2.08300,1.25573,1.21703,2.61568,2.53507,0.02877,0.02788,0.02291
2.075,3.75,17657,0.00010,2.70565,1.57920,1.20923,1.15047,1.90961,1.81682,0.02098,0.01996,0.01735
2.075,4.25,17637,0.00007,1.66727,1.28737,1.16914,1.09409,1.50511,1.40849,0.01644,0.01539,0.01407
2.075,4.75,17533,0.00006,1.04907,1.05120,1.13406,1.04552,1.19212,1.09905,0.01325,0.01221,0.01168
2.075,5.25,17430,0.00005,0.67994,0.86678,1.10298,1.00310,0.95604,0.86946,0.01065,0.00969,0.00966
2.075,5.75,17546,0.00004,0.46717,0.73578,1.07516,0.96562,0.79108,0.71049,0.00874,0.00785,0.00812
2.075,6.25,17560,0.00003,0.31748,0.61251,1.05004,0.93219,0.64316,0.57098,0.00710,0.00630,0.00676
2.075,6.75,17679,0.00002,0.22761,0.52806,1.02720,0.90213,0.54242,0.47638,0.00588,0.00516,0.00572
2.075,7.25,17653,0.00002,0.16542,0.46020,1.00629,0.87489,0.46310,0.40263,0.00498,0.00433,0.00495
2.075,7.75,17687,0.00002,0.12092,0.39807,0.98704,0.85007,0.39291,0.33839,0.00428,0.00368,0.00433
2.075,8.25,17780,0.00001,0.09093,0.34994,0.96924,0.82732,0.33918,0.28951,0.00368,0.00314,0.00380
2.075,8.75,17436,0.00001,0.06826,0.31223,0.95270,0.80637,0.29746,0.25177,0.00325,0.00275,0.00342
2.075,9.25,17648,0.00001,0.05329,0.27867,0.93728,0.78699,0.26119,0.21931,0.00287,0.00241,0.00306
2.075,9.75,17354,0.00001,0.04083,0.24955,0.92284,0.76899,0.23029,0.19190,0.00254,0.00212,0.00275
2.075,10.25,17285,0.00001,0.03200,0.22422,0.90929,0.75221,0.20388,0.16866,0.00222,0.00184,0.00245
2.075,10.75,17624,0.00001,0.02603,0.20309,0.89652,0.73653,0.18207,0.14958,0.00198,0.00162,0.00221
2.125,2.25,17634,0.00028,18.12296,3.64134,1.37731,1.39677,5.01527,5.08612,0.05884,0.05967,0.04272
2.125,2.75,17716,0.00019,9.00733,2.66784,1.31071,1.29729,3.49675,3.46097,0.04110,0.04067,0.03135
2.125,3.25,17765,0.00014,4.77154,1.98490,1.25573,1.21703,2.49250,2.41568,0.02860,0.02772,0.02278
2.125,3.75,17377,0.00010,2.72518,1.57211,1.20923,1.15047,1.90104,1.80866,0.02248,0.02138,0.01859
2.125,4.25,17477,0.00008,1.64484,1.24284,1.16914,1.09409,1.45306,1.35978,0.01690,0.01582,0.01446
2.125,4.75,17164,0.00006,1.03512,1.02464,1.13406,1.04552,1.16200,1.07128,0.01378,0.01271,0.01215
2.125,5.25,17343,0.00005,0.67919,0.83949,1.10298,1.00310,0.92594,0.84209,0.01072,0.00975,0.00972
2.125,5.75,17529,0.00004,0.46771,0.70981,1.07516,0.96562,0.76316,0.68541,0.00892,0.00801,0.00829
2.125,6.25,17673,0.00003,0.32235,0.59368,1.05004,0.93219,0.62338,0.55342,0.00709,0.00629,0.00675
2.125,6.75,17580,0.00003,0.23198,0.51905,1.02720,0.90213,0.53316,0.46825,0.00621,0.00546,0.00605
2.125,7.25,17409,0.00002,0.16759,0.45263,1.00629,0.87489,0.45547,0.39600,0.00538,0.00467,0.00534
2.125,7.75,17373,0.00002,0.12286,0.39361,0.98704,0.85007,0.38851,0.33459,0.00452,0.00389,0.00458
2.125,8.25,17435,0.00002,0.09177,0.34373,0.96924,0.82732,0.33316,0.28437,0.00390,0.00333,0.00403
2.125,8.75,17537,0.00001,0.06922,0.30002,0.95270,0.80637,0.28583,0.24193,0.00329,0.00279,0.00346
2.125,9.25,17285,0.00001,0.05328,0.27075,0.93728,0.78699,0.25377,0.21308,0.00300,0.00252,0.00320
2.125,9.75,17581,0.00001,0.04242,0.24327,0.92284,0.76899,0.22450,0.18707,0.00257,0.00214,0.00279
2.125,10.25,17519,0.00001,0.03342,0.21936,0.90929,0.75221,0.19946,0.16501,0.00232,0.00192,0.00256
2.125,10.75,17429,0.00001,0.02672,0.19988,0.89652,0.73653,0.17920,0.14722,0.00212,0.00174,0.00236
2.175,2.25,17419,0.00029,17.76567,3.57109,1.37731,1.39677,4.91852,4.98799,0.05849,0.05931,0.04247
2.175,2.75,17345,0.00019,8.69092,2.58508,1.31071,1.29729,3.38828,3.35361,0.04021,0.03980,0.03068
2.175,3.25,17578,0.00014,4.64605,1.91247,1.25573,1.21703,2.40154,2.32753,0.02756,0.02671,0.02194
2.175,3.75,17478,0.00010,2.73661,1.53135,1.20923,1.15047,1.85175,1.76177,0.02138,0.02034,0.01768
2.175,4.25,17546,0.00008,1.66610,1.21967,1.16914,1.09409,1.42596,1.33442,0.01663,0.01556,0.01422
2.175,4.75,17459,0.00006,1.04790,0.98920,1.13406,1.04552,1.12182,1.03423,0.01285,0.01185,0.01133
2.175,5.25,17567,0.00005,0.68811,0.81255,1.10298,1.00310,0.89622,0.81506,0.01027,0.00934,0.00931
2.175,5.75,17605,0.00004,0.47615,0.69474,1.07516,0.96562,0.74696,0.67086,0.00870,0.00781,0.00809
2.175,6.25,17565,0.00003,0.32287,0.57655,1.05004,0.93219,0.60540,0.53746,0.00691,0.00614,0.00658
2.175,6.75,17468,0.00003,0.23125,0.50089,1.02720,0.90213,0.51451,0.45187,0.00591,0.00519,0.00575
2.175,7.25,17339,0.00002,0.16321,0.42499,1.00629,0.87489,0.42766,0.37182,0.00495,0.00430,0.00492
2.175,7.75,17296,0.00002,0.12163,0.37524,0.98704,0.85007,0.37038,0.31898,0.00421,0.00363,0.00427
2.175,8.25,17385,0.00002,0.09210,0.33117,0.96924,0.82732,0.32099,0.27399,0.00375,0.00320,0.00387
2.175,8.75,17446,0.00001,0.07053,0.29374,0.95270,0.80637,0.27985,0.23687,0.00326,0.00276,0.00342
2.175,9.25,17378,0.00001,0.05345,0.25788,0.93728,0.78699,0.24171,0.20295,0.00277,0.00233,0.00296
2.175,9.75,17649,0.00001,0.04282,0.23314,0.92284,0.76899,0.21515,0.17928,0.00248,0.00207,0.00269
2.175,10.25,17460,0.00001,0.03342,0.20953,0.90929,0.75221,0.19052,0.15761,0.00225,0.00186,0.00248
2.175,10.75,17413,0.00001,0.02681,0.19087,0.89652,0.73653,0.17112,0.14058,0.00199,0.00164,0.00222
2.225,2.25,17461,0.00029,17.24514,3.42629,1.37731,1.39677,4.71908,4.78574,0.05860,0.05943,0.04255
2.225,2.75,17396,0.00020,8.55126,2.50029,1.31071,1.29729,3.27714,3.24360,0.04001,0.03960,0.03053
2.225,3.25,17405,0.00014,4.69006,1.91433,1.25573,1.21703,2.40388,2.32980,0.03095,0.02999,0.02465
2.225,3.75,17393,0.00010,2.66023,1.46355,1.20923,1.15047,1.76977,1.68377,0.02202,0.02095,0.01821
2.225,4.25,17732,0.00008,1.65993,1.17283,1.16914,1.09409,1.37121,1.28318,0.01613,0.01509,0.01379
2.225,4.75,17651,0.00006,1.04570,0.94981,1.13406,1.04552,1.07714,0.99305,0.01321,0.01218,0.01165
2.225,5.25,17311,0.00005,0.69281,0.80565,1.10298,1.00310,0.88861,0.80814,0.01113,0.01012,0.01009
2.225,5.75,17521,0.00004,0.46903,0.66585,1.07516,0.96562,0.71589,0.64295,0.00889,0.00798,0.00827
2.225,6.25,17426,0.00003,0.32233,0.56068,1.05004,0.93219,0.58874,0.52266,0.00720,0.00640,0.00686
2.225,6.75,17205,0.00003,0.22420,0.47558,1.02720,0.90213,0.48852,0.42904,0.00601,0.00528,0.00585
2.225,7.25,17536,0.00002,0.16801,0.41653,1.00629,0.87489,0.41915,0.36442,0.00527,0.00459,0.00524
2.225,7.75,17552,0.00002,0.12276,0.35879,0.98704,0.85007,0.35414,0.30499,0.00433,0.00373,0.00439
2.225,8.25,17520,0.00002,0.09284,0.31798,0.96924,0.82732,0.30820,0.26307,0.00373,0.00318,0.00385
2.225,8.75,17428,0.00001,0.06945,0.27755,0.95270,0.80637,0.26442,0.22381,0.00328,0.00277,0.00344
2.225,9.25,17538,0.00001,0.05528,0.25297,0.93728,0.78699,0.23711,0.19909,0.00301,0.00252,0.00321
2.225,9.75,17620,0.00001,0.04352,0.22688,0.92284,0.76899,0.20938,0.17447,0.00258,0.00215,0.00280
2.225,10.25,17447,0.00001,0.03261,0.19531,0.90929,0.75221,0.17759,0.14691,0.00212,0.00175,0.00233
2.225,10.75,17665,0.00001,0.02740,0.18336,0.89652,0.73653,0.16439,0.13505,0.00210,0.00172,0.00234
2.275,2.25,17637,0.00029,17.50504,3.41964,1.37731,1.39677,4.70991,4.77644,0.06300,0.06389,0.04574
2.275,2.75,17311,0.00020,8.48623,2.46437,1.31071,1.29729,3.23007,3.19701,0.04383,0.04339,0.03344
2.275,3.25,17355,0.00014,4.63273,1.86667,1.25573,1.21703,2.34404,2.27180,0.03157,0.03060,0.02514
2.275,3.75,17446,0.00011,2.74079,1.47462,1.20923,1.15047,1.78315,1.69650,0.02379,0.02263,0.01967
2.275,4.25,17485,0.00008,1.66946,1.16987,1.16914,1.09409,1.36774,1.27994,0.01769,0.01655,0.01513
2.275,4.75,17751,0.00006,1.08504,0.95584,1.13406,1.04552,1.08397,0.99934,0.01401,0.01292,0.01236
2.275,5.25,17447,0.00005,0.70437,0.79077,1.10298,1.00310,0.87220,0.79322,0.01150,0.01046,0.01042
2.275,5.75,17808,0.00004,0.48472,0.65731,1.07516,0.96562,0.70671,0.63471,0.00919,0.00825,0.00855
2.275,6.25,17347,0.00003,0.33112,0.56062,1.05004,0.93219,0.58868,0.52261,0.00783,0.00695,0.00745
2.275,6.75,17425,0.00003,0.24311,0.49245,1.02720,0.90213,0.50584,0.44425,0.00691,0.00607,0.00673
2.275,7.25,17390,0.00002,0.16920,0.40840,1.00629,0.87489,0.41097,0.35730,0.00548,0.00476,0.00544
2.275,7.75,17746,0.00002,0.12854,0.35814,0.98704,0.85007,0.35350,0.30444,0.00461,0.00397,0.00467
2.275,8.25,17517,0.00002,0.09598,0.31643,0.96924,0.82732,0.30669,0.26178,0.00399,0.00341,0.00412
2.275,8.75,17766,0.00001,0.07370,0.27764,0.95270,0.80637,0.26450,0.22388,0.00347,0.00294,0.00364
2.275,9.25,17466,0.00001,0.05657,0.24943,0.93728,0.78699,0.23379,0.19630,0.00317,0.00266,0.00339
2.275,9.75,17657,0.00001,0.04435,0.22113,0.92284,0.76899,0.20407,0.17004,0.00283,0.00236,0.00306
2.275,10.25,17457,0.00001,0.03458,0.19814,0.90929,0.75221,0.18017,0.14904,0.00244,0.00202,0.00268
2.275,10.75,17346,0.00001,0.02695,0.17553,0.89652,0.73653,0.15736,0.12928,0.00212,0.00174,0.00237
2.325,2.25,17517,0.00029,16.71113,3.27149,1.37731,1.39677,4.50587,4.56952,0.06153,0.06240,0.04468
2.325,2.75,17406,0.00020,8.60922,2.46307,1.31071,1.29729,3.22836,3.19532,0.04391,0.04346,0.03350
2.325,3.25,17641,0.00014,4.66981,1.82642,1.25573,1.21703,2.29348,2.22280,0.03092,0.02997,0.02462
2.325,3.75,17423,0.00011,2.67354,1.41626,1.20923,1.15047,1.71258,1.62936,0.02330,0.02217,0.01927
2.325,4.25,17491,0.00008,1.68656,1.15822,1.16914,1.09409,1.35412,1.26719,0.01887,0.01766,0.01614
2.325,4.75,17410,0.00007,1.07497,0.94402,1.13406,1.04552,1.07057,0.98699,0.01444,0.01331,0.01273
2.325,5.25,17647,0.00005,0.72423,0.78407,1.10298,1.00310,0.86481,0.78649,0.01199,0.01091,0.01087
2.325,5.75,17400,0.00004,0.47885,0.64682,1.07516,0.96562,0.69544,0.62459,0.00920,0.00826,0.00855
2.325,6.25,17586,0.00004,0.34222,0.55514,1.05004,0.93219,0.58292,0.51750,0.00769,0.00683,0.00732
2.325,6.75,17307,0.00003,0.24012,0.47476,1.02720,0.90213,0.48767,0.42830,0.00703,0.00617,0.00684
2.325,7.25,17577,0.00002,0.17867,0.41292,1.00629,0.87489,0.41552,0.36126,0.00577,0.00501,0.00573
2.325,7.75,17511,0.00002,0.12937,0.35293,0.98704,0.85007,0.34835,0.30001,0.00480,0.00414,0.00487
2.325,8.25,17718,0.00002,0.09793,0.30791,0.96924,0.82732,0.29844,0.25474,0.00404,0.00345,0.00417
2.325,8.75,17472,0.00002,0.07273,0.26835,0.95270,0.80637,0.25566,0.21639,0.00365,0.00309,0.00383
2.325,9.25,17622,0.00001,0.05877,0.24703,0.93728,0.78699,0.23154,0.19441,0.00324,0.00272,0.00346
2.325,9.75,17581,0.00001,0.04426,0.21287,0.92284,0.76899,0.19645,0.16369,0.00278,0.00232,0.00302
2.325,10.25,17460,0.00001,0.03487,0.19159,0.90929,0.75221,0.17421,0.14412,0.00238,0.00197,0.00261
2.325,10.75,17546,0.00001,0.02868,0.17693,0.89652,0.73653,0.15862,0.13031,0.00225,0.00185,0.00251
2.375,2.25,17396,0.00029,16.93898,3.33014,1.37731,1.39677,4.58665,4.65144,0.06262,0.06351,0.04547
2.375,2.75,17461,0.00020,8.44353,2.39046,1.31071,1.29729,3.13319,3.10112,0.04355,0.04311,0.03323
2.375,3.25,17353,0.00015,4.64951,1.82798,1.25573,1.21703,2.29545,2.22471,0.03146,0.03049,0.02506
2.375,3.75,17598,0.00011,2.82961,1.46249,1.20923,1.15047,1.76848,1.68254,0.02515,0.02393,0.02080
2.375,4.25,17289,0.00008,1.67272,1.14188,1.16914,1.09409,1.33501,1.24931,0.01882,0.01761,0.01610
2.375,4.75,17410,0.00007,1.08803,0.93634,1.13406,1.04552,1.06187,0.97896,0.01485,0.01369,0.01309
2.375,5.25,17550,0.00005,0.73813,0.78556,1.10298,1.00310,0.86646,0.78799,0.01219,0.01109,0.01105
2.375,5.75,17494,0.00004,0.49540,0.64926,1.07516,0.96562,0.69806,0.62694,0.00956,0.00859,0.00889
2.375,6.25,17578,0.00004,0.35136,0.55512,1.05004,0.93219,0.58290,0.51748,0.00806,0.00716,0.00768
2.375,6.75,17551,0.00003,0.24497,0.46410,1.02720,0.90213,0.47673,0.41868,0.00641,0.00563,0.00624
2.375,7.25,17392,0.00003,0.17966,0.40703,1.00629,0.87489,0.40959,0.35611,0.00579,0.00504,0.00576
2.375,7.75,17338,0.00002,0.13154,0.35097,0.98704,0.85007,0.34642,0.29835,0.00493,0.00425,0.00500
2.375,8.25,17384,0.00002,0.09925,0.30753,0.96924,0.82732,0.29807,0.25443,0.00416,0.00355,0.00429
2.375,8.75,17540,0.00002,0.07635,0.27091,0.95270,0.80637,0.25810,0.21846,0.00364,0.00308,0.00382
2.375,9.25,17399,0.00001,0.05876,0.24118,0.93728,0.78699,0.22606,0.18981,0.00321,0.00270,0.00343
2.375,9.75,17734,0.00001,0.04631,0.21257,0.92284,0.76899,0.19617,0.16347,0.00280,0.00233,0.00303
2.375,10.25,17402,0.00001,0.03565,0.18896,0.90929,0.75221,0.17181,0.14213,0.00247,0.00205,0.00272
2.375,10.75,17176,0.00001,0.02804,0.16968,0.89652,0.73653,0.15212,0.12497,0.00217,0.00178,0.00242
2.425,2.25,17410,0.00029,16.96526,3.32969,1.37731,1.39677,4.58604,4.65082,0.06811,0.06907,0.04945
2.425,2.75,17565,0.00020,8.42365,2.35797,1.31071,1.29729,3.09060,3.05897,0.04285,0.04242,0.03270
2.425,3.25,17498,0.00015,4.71129,1.82005,1.25573,1.21703,2.28549,2.21505,0.03259,0.03159,0.02595
2.425,3.75,17438,0.00011,2.69201,1.38662,1.20923,1.15047,1.67674,1.59526,0.02303,0.02191,0.01905
2.425,4.25,17361,0.00009,1.69495,1.13454,1.16914,1.09409,1.32644,1.24129,0.01823,0.01706,0.01559
2.425,4.75,17554,0.00007,1.09747,0.91990,1.13406,1.04552,1.04322,0.96177,0.01447,0.01334,0.01276
2.425,5.25,17507,0.00005,0.73124,0.76431,1.10298,1.00310,0.84302,0.76668,0.01196,0.01088,0.01084
2.425,5.75,17548,0.00004,0.49608,0.63363,1.07516,0.96562,0.68125,0.61184,0.00958,0.00860,0.00891
2.425,6.25,17758,0.00004,0.34733,0.52995,1.05004,0.93219,0.55647,0.49402,0.00757,0.00672,0.00721
2.425,6.75,17452,0.00003,0.24590,0.45622,1.02720,0.90213,0.46863,0.41157,0.00652,0.00572,0.00635
2.425,7.25,17571,0.00003,0.18180,0.39629,1.00629,0.87489,0.39878,0.34671,0.00586,0.00510,0.00582
2.425,7.75,17393,0.00002,0.13411,0.34617,0.98704,0.85007,0.34168,0.29427,0.00491,0.00423,0.00497
2.425,8.25,17336,0.00002,0.09876,0.29731,0.96924,0.82732,0.28817,0.24597,0.00414,0.00353,0.00427
2.425,8.75,17544,0.00002,0.07662,0.26293,0.95270,0.80637,0.25050,0.21202,0.00363,0.00307,0.00381
2.425,9.25,17568,0.00001,0.05976,0.23463,0.93728,0.78699,0.21991,0.18465,0.00321,0.00270,0.00343
2.425,9.75,17386,0.00001,0.04641,0.20959,0.92284,0.76899,0.19342,0.16117,0.00287,0.00239,0.00311
2.425,10.25,17476,0.00001,0.03600,0.18302,0.90929,0.75221,0.16642,0.13767,0.00244,0.00202,0.00268
2.425,10.75,17724,0.00001,0.02951,0.16644,0.89652,0.73653,0.14922,0.12259,0.00225,0.00185,0.00251
