w_val,q2_val,gen_events,weight,rec_events,weight_rec,flux,cross_section,formfactor,formfactor_krishna,cs_scaled,cs_scaled_krishna,cs_scaled_unc,cs_scaled_krishna_unc,cs_unc
2.275,8.5,35283,0.16968,2558,0.01004,2e-05,0.29926,0.96082,0.81663,0.28753,0.24438,0.00268,0.00227,0.00279
2.275,9.5,35123,0.10092,2037,0.00479,1e-05,0.23678,0.92994,0.77782,0.22019,0.18417,0.00215,0.00179,0.00231
2.275,10.5,34803,0.06153,679,0.00119,1e-05,0.18807,0.90281,0.74424,0.1698,0.13997,0.00164,0.00135,0.00181
2.325,2.2,13997,14.31226,810,0.73044,0.0003,3.36714,1.38479,1.40808,4.66278,4.74122,0.07082,0.07201,0.05114
2.325,2.7,20926,11.00808,1663,0.76084,0.00021,2.52966,1.31678,1.30626,3.331,3.30439,0.04119,0.04086,0.03128
2.325,3.25,17641,4.66981,1713,0.41639,0.00014,1.82642,1.25573,1.21703,2.29348,2.2228,0.03092,0.02997,0.02462
2.325,3.85,24538,3.45669,2533,0.31685,0.0001,1.37327,1.20075,1.13847,1.64895,1.56342,0.01913,0.01813,0.01593
2.325,4.6,27786,1.97838,2939,0.18589,7e-05,1.0147,1.14412,1.05938,1.16094,1.07495,0.01283,0.01188,0.01121
2.325,5.5,35047,1.20308,3670,0.10949,5e-05,0.72873,1.0887,0.9838,0.79337,0.71693,0.00783,0.00707,0.00719
2.325,6.5,34893,0.58234,3508,0.05114,3e-05,0.52216,1.03836,0.91677,0.54219,0.47871,0.0053,0.00468,0.0051
2.325,7.5,35088,0.30804,3076,0.02246,2e-05,0.38716,0.99647,0.8622,0.3858,0.33381,0.00383,0.00331,0.00384
2.325,8.5,35190,0.17066,2549,0.01013,2e-05,0.2909,0.96082,0.81663,0.2795,0.23756,0.00276,0.00235,0.00287
2.325,9.5,35203,0.10303,1965,0.00442,1e-05,0.23181,0.92994,0.77782,0.21557,0.18031,0.00216,0.00181,0.00233
2.325,10.5,35006,0.06354,495,0.00077,1e-05,0.18512,0.90281,0.74424,0.16713,0.13777,0.00164,0.00136,0.00182
2.375,2.2,13973,14.43319,823,0.69844,0.0003,3.39397,1.38479,1.40808,4.69993,4.77899,0.07071,0.0719,0.05106
2.375,2.7,20884,10.94933,1708,0.81339,0.00021,2.50386,1.31678,1.30626,3.29702,3.27069,0.04269,0.04235,0.03242
2.375,3.25,17353,4.64951,1571,0.37188,0.00015,1.82798,1.25573,1.21703,2.29545,2.22471,0.03146,0.03049,0.02506
2.375,3.85,24523,3.60269,2595,0.33611,0.0001,1.41048,1.20075,1.13847,1.69363,1.60578,0.02066,0.01959,0.01721
2.375,4.6,27774,1.98768,2999,0.18805,7e-05,1.00024,1.14412,1.05938,1.1444,1.05963,0.01255,0.01162,0.01097
2.375,5.5,35044,1.23353,3734,0.11112,5e-05,0.72971,1.0887,0.9838,0.79443,0.71789,0.00799,0.00722,0.00734
2.375,6.5,35129,0.59632,3425,0.0492,3e-05,0.51656,1.03836,0.91677,0.53637,0.47357,0.00528,0.00466,0.00509
2.375,7.5,34730,0.3112,2970,0.02055,2e-05,0.38298,0.99647,0.8622,0.38163,0.33021,0.00387,0.00335,0.00388
2.375,8.5,34924,0.17561,2417,0.00921,2e-05,0.29139,0.96082,0.81663,0.27998,0.23796,0.0028,0.00238,0.00291
2.375,9.5,35133,0.10507,1909,0.00407,1e-05,0.2282,0.92994,0.77782,0.21222,0.1775,0.00215,0.0018,0.00231
2.375,10.5,34578,0.06369,242,0.00035,1e-05,0.18047,0.90281,0.74424,0.16293,0.13431,0.00166,0.00137,0.00184
2.425,2.2,13900,14.48786,835,0.75102,0.0003,3.42341,1.38479,1.40808,4.7407,4.82044,0.0786,0.07992,0.05676
2.425,2.7,21075,10.90105,1763,0.77139,0.00021,2.45797,1.31678,1.30626,3.2366,3.21075,0.04137,0.04104,0.03142
2.425,3.25,17498,4.71129,1765,0.41995,0.00015,1.82005,1.25573,1.21703,2.28549,2.21505,0.03259,0.03159,0.02595
2.425,3.85,24381,3.46228,2621,0.34045,0.00011,1.34557,1.20075,1.13847,1.61569,1.53188,0.01887,0.01789,0.01572
2.425,4.6,27972,2.02215,3012,0.19056,7e-05,0.993,1.14412,1.05938,1.13611,1.05196,0.01264,0.01171,0.01105
2.425,5.5,35055,1.22733,3806,0.11059,5e-05,0.7103,1.0887,0.9838,0.7733,0.69879,0.00788,0.00712,0.00723
2.425,6.5,35210,0.59323,3462,0.04716,3e-05,0.49971,1.03836,0.91677,0.51888,0.45812,0.0051,0.0045,0.00491
2.425,7.5,34964,0.31591,3095,0.0225,2e-05,0.37508,0.99647,0.8622,0.37375,0.32339,0.0039,0.00337,0.00391
2.425,8.5,34880,0.17538,2448,0.00941,2e-05,0.2821,0.96082,0.81663,0.27105,0.23037,0.00278,0.00237,0.0029
2.425,9.5,34954,0.10616,1770,0.00391,1e-05,0.2237,0.92994,0.77782,0.20803,0.174,0.00218,0.00182,0.00234
2.425,10.5,35200,0.0655,76,0.00011,1e-05,0.17552,0.90281,0.74424,0.15846,0.13063,0.00167,0.00138,0.00185
