w_val,q2_val,gen_events,weight,rec_events,weight_rec,flux,cross_section,formfactor,formfactor_krishna,cs_scaled,cs_scaled_krishna,cs_scaled_unc,cs_scaled_krishna_unc,cs_unc,acceptance,acceptance_no_wt,luminosity_had,q_had,elec_cs,lumi_elec,q_elec,no_of_sec_45nA,no_year_45nA
1.4249999999999998,7.25,17626,0.02156,957,0.0014,1e-05,0.16373,1.00629,0.87489,0.16476,0.14325,0.0016,0.00139,0.00159,0.06493506493506494,0.054294791784863274,1.869385773245933e+35,1.411816156820431e-07,1.2231930103256552e-06,2.5179999999999994e+40,0.019018126888217517,422625.0419603893,0.013401352167693725
1.4249999999999998,7.75,17545,0.01529,933,0.00096,1e-05,0.14089,0.98704,0.85007,0.13907,0.11977,0.00135,0.00116,0.00137,0.06278613472858077,0.05317754345967512,2.290513170825244e+35,1.7298641876181888e-07,8.71473354231975e-07,3.655208333333333e+40,0.02760731369587109,613495.8599082464,0.019453826100591275
1.4249999999999998,8.25,17402,0.01093,907,0.00072,1e-05,0.12148,0.96924,0.82732,0.11774,0.1005,0.00116,0.00099,0.0012,0.06587374199451053,0.05212044592575566,2.578657305173357e+35,1.9474792728444655e-07,6.280887254338582e-07,4.833888888888889e+40,0.036509734810339034,811327.4402297563,0.02572702436040577
1.4249999999999998,8.75,17699,0.00825,896,0.00048,0.0,0.10687,0.9527,0.80637,0.10182,0.08618,0.001,0.00084,0.00105,0.05818181818181818,0.05062432905813888,3.37605578471813e+35,2.549698500655638e-07,4.6612802983219394e-07,7.374583333333332e+40,0.05569926988922456,1237761.553093879,0.03924916137410829
1.4249999999999998,9.25,17508,0.00609,754,0.00034,0.0,0.0937,0.93728,0.78699,0.08783,0.07374,0.00085,0.00072,0.00091,0.055829228243021355,0.04306602695910441,4.078734989384572e+35,3.0803828935764456e-07,3.478409869773818e-07,1.0298823529411761e+41,0.07778567620401632,1728570.5823114738,0.054812613594351654
1.4249999999999998,9.75,17438,0.0047,705,0.0003,0.0,0.0846,0.92284,0.76899,0.07807,0.06505,0.00077,0.00064,0.00083,0.06382978723404255,0.04042894827388462,4.013492165150933e+35,3.031109557549228e-07,2.6952632182589746e-07,1.1625333333333334e+41,0.08780463242698892,1951214.0539330873,0.06187259176601621
1.4249999999999998,10.25,17802,0.00365,562,0.00024,0.0,0.07451,0.90929,0.75221,0.06775,0.05604,0.00066,0.00055,0.00073,0.06575342465753425,0.031569486574542185,4.489544895448954e+35,3.3906388455924427e-07,2.050331423435569e-07,1.4834999999999997e+41,0.1120468277945619,2489929.5065458203,0.07895514670680556
1.4249999999999998,10.75,17499,0.00275,501,0.00019,0.0,0.06585,0.89652,0.73653,0.05904,0.0485,0.00058,0.00048,0.00065,0.0690909090909091,0.028630207440425166,4.9030095564113516e+35,3.7028997480638556e-07,1.5715183724784273e-07,1.8419999999999994e+41,0.13912386706948635,3091641.49043303,0.09803530855000729
1.475,2.25,17538,7.98129,265,0.12153,0.00016,2.80376,1.37731,1.39677,3.86166,3.91621,0.03723,0.03775,0.02703,0.015226861823088748,0.015110046755616375,3.4013048260001553e+34,2.5687673332831015e-08,0.00045508552856654127,2.88620093803999e+38,0.00021799100740483305,4844.24460899629,0.00015360998886974537
1.475,2.75,17424,3.50468,500,0.1102,0.0001,1.9702,1.31071,1.29729,2.58235,2.55592,0.02487,0.02462,0.01897,0.03144366960749626,0.02869605142332415,2.4630978613473983e+34,1.8602053178365667e-08,0.00020114095500459137,3.162250453720508e+38,0.0002388406687100081,5307.570415777958,0.00016830195382350197
1.475,3.25,17754,1.74542,668,0.07543,7e-05,1.43506,1.25573,1.21703,1.80204,1.7465,0.01709,0.01657,0.01361,0.04321595948253142,0.03762532387067703,2.568156048566614e+34,1.939548409158382e-08,9.83113664526304e-05,4.707410844491581e+38,0.00035554462571688673,7900.991682597483,0.00025053880272062035
1.475,3.75,17624,0.92906,810,0.04462,5e-05,1.09361,1.20923,1.15047,1.32242,1.25816,0.0126,0.01199,0.01042,0.04802703808150173,0.04596005447117567,3.149015390206853e+34,2.3782307908819973e-08,5.2715615070358604e-05,7.899596593455849e+38,0.000596646268387904,13258.805964175644,0.00042043397907710694
1.475,4.25,17580,0.51836,916,0.03014,4e-05,0.83824,1.16914,1.09409,0.98002,0.91711,0.00939,0.00879,0.00803,0.058144918589397326,0.05210466439135381,3.509807439028606e+34,2.6507117581969684e-08,2.948577929465302e-05,1.1665560716655607e+39,0.000881084646273082,19579.658806068488,0.0006208669078535162
1.475,4.75,17352,0.30883,939,0.01745,3e-05,0.67359,1.13406,1.04552,0.76389,0.70425,0.0073,0.00673,0.00644,0.056503578020270055,0.054114799446749656,4.633649941572994e+34,3.4994712948969065e-08,1.779794836330106e-05,1.9887679083094555e+39,0.0015020905651884104,33379.79033752023,0.0010584662080644416
1.475,5.25,17337,0.19349,987,0.01236,2e-05,0.54918,1.10298,1.0031,0.60573,0.55088,0.00578,0.00526,0.00524,0.06387927024652437,0.056930264751687144,5.168814734068501e+34,3.903643783753871e-08,1.1160523735363673e-05,2.805339805825242e+39,0.0021188367113483698,47085.260252185995,0.0014930638080982367
1.475,5.75,17511,0.12701,1072,0.00838,2e-05,0.45497,1.07516,0.96562,0.48917,0.43933,0.00469,0.00421,0.00436,0.06597905676718369,0.06121866255496545,6.196751469770796e+34,4.6799724112761844e-08,7.253155159613957e-06,4.179236276849642e+39,0.0031565228677112095,70144.95261580465,0.002224281856158189
1.475,6.25,17534,0.08426,1093,0.00563,1e-05,0.37785,1.05004,0.93219,0.39676,0.35223,0.00379,0.00337,0.00361,0.06681699501542843,0.06233603285046196,7.5442344088359055e+34,5.697631907586968e-08,4.805520702634881e-06,6.228774422735347e+39,0.004704512403878661,104544.72008619246,0.0033150913269340584
1.475,6.75,17509,0.05871,1154,0.00461,1e-05,0.32574,1.0272,0.90213,0.3346,0.29386,0.0032,0.00281,0.00311,0.07852154658490888,0.06590896110571706,7.612288055929765e+34,5.749028061271629e-08,3.3531326746244787e-06,7.596095444685465e+39,0.0057372322089769365,127494.04908837637,0.0040428097757602855
1.475,7.25,17404,0.04065,1121,0.00296,1e-05,0.27686,1.00629,0.87489,0.2786,0.24222,0.00268,0.00233,0.00266,0.07281672816728167,0.06441048034934498,9.858656215440134e+34,7.445552613428089e-08,2.335669960928522e-06,1.175945945945946e+40,0.008881766963337959,197372.59918528798,0.006258644063460426
1.475,7.75,17578,0.02948,1079,0.00202,1e-05,0.23978,0.98704,0.85007,0.23668,0.20383,0.00226,0.00195,0.00229,0.06852103120759838,0.0613835476163386,1.2332313170475404e+35,9.313732475247642e-08,1.6770963704630788e-06,1.7403960396039602e+40,0.013144985193383384,292110.7820751863,0.009262772135818947
1.475,8.25,17442,0.02131,945,0.00122,1e-05,0.20866,0.96924,0.82732,0.20224,0.17263,0.00196,0.00167,0.00202,0.05725011731581417,0.05417956656346749,1.7273747146710936e+35,1.3045651496647484e-07,1.2217635592248595e-06,2.8593442622950823e+40,0.021596255757515725,479916.7946114606,0.015218061726644489
1.475,8.75,17577,0.01596,951,0.00091,0.0,0.18362,0.9527,0.80637,0.17493,0.14806,0.00168,0.00142,0.00176,0.05701754385964913,0.05410479604027991,2.0051976834689916e+35,1.514385381367715e-07,9.080047789725208e-07,3.8630769230769233e+40,0.029177318150127817,648384.8477806181,0.020560148648548267
1.475,9.25,17283,0.01171,847,0.00058,0.0,0.16082,0.93728,0.78699,0.15073,0.12656,0.00147,0.00123,0.00156,0.04953031596925705,0.04900769542324828,2.6789166287286926e+35,2.0231981185172512e-07,6.775444077995718e-07,5.959655172413793e+40,0.045012501302218975,1000277.8067159773,0.03171860117693992
1.475,9.75,17685,0.00921,788,0.00047,0.0,0.14406,0.92284,0.76899,0.13294,0.11078,0.00128,0.00106,0.00138,0.051031487513572206,0.044557534633870514,2.9480584746278115e+35,2.2264621060552912e-07,5.207803223070398e-07,7.525531914893617e+40,0.05683936491611493,1263096.9981358873,0.040052543066206474
1.475,10.25,17332,0.00694,675,0.00036,0.0,0.1282,0.90929,0.75221,0.11657,0.09643,0.00113,0.00094,0.00124,0.05187319884726225,0.03894530348488345,3.307502406756074e+35,2.4979249352436173e-07,4.004154165705054e-07,9.628888888888888e+40,0.07272574689493116,1616127.7087762482,0.0512470734644929
1.475,10.75,17477,0.00543,583,0.00022,0.0,0.11431,0.89652,0.73653,0.10248,0.08419,0.001,0.00082,0.00111,0.040515653775322284,0.033358127825141616,4.816904407068341e+35,3.6378705589217887e-07,3.1069405504377183e-07,1.5888181818181817e+41,0.12000137324910737,2666697.1833134973,0.08456041296656194
1.525,2.25,17702,10.70363,365,0.2293,0.00018,3.42556,1.37731,1.39677,4.71807,4.78472,0.0453,0.04594,0.03289,0.021422638861769323,0.020619139080329908,1.9787578419436034e+34,1.494417220711127e-08,0.0006046565359846346,1.5440034888791975e+38,0.00011661657770990916,2591.479504664648,8.217527602310528e-05
1.525,2.75,17754,4.81895,592,0.18063,0.00011,2.43177,1.31071,1.29729,3.18733,3.15471,0.03057,0.03026,0.02332,0.03748326917689539,0.033344598400360484,1.6740387378379185e+34,1.2642842216131094e-08,0.0002714289737523938,1.9657864142169074e+38,0.00014847329412514404,3299.406536114312,0.0001046234949300581
1.525,3.25,17650,2.3684,772,0.11282,8e-05,1.78412,1.25573,1.21703,2.24037,2.17133,0.02134,0.02068,0.017,0.047635534538084785,0.04373937677053824,1.8740415007471513e+34,1.415332301749982e-08,0.0001341869688385269,3.1288778585357206e+38,0.0002363200799498278,5251.5573322183955,0.00016652579059545902
1.525,3.75,17316,1.24094,906,0.07514,5e-05,1.34959,1.20923,1.15047,1.63196,1.55266,0.01569,0.01493,0.01298,0.06055087272551453,0.05232155232155232,2.0239513952086285e+34,1.528548746475816e-08,7.166435666435666e-05,4.608996539792388e+38,0.00034811152113235555,7735.811580719012,0.000245300976050197
1.525,4.25,17491,0.71575,1011,0.04578,4e-05,1.05306,1.16914,1.09409,1.23118,1.15214,0.01171,0.01095,0.01001,0.06396088019559902,0.05780115487965239,2.539767795923187e+34,1.918108750036392e-08,4.0921045108913156e-05,7.641328090869375e+38,0.0005771395839025207,12825.324086722681,0.00040668835891434176
1.525,4.75,17815,0.44342,1111,0.0291,3e-05,0.85064,1.13406,1.04552,0.96468,0.88936,0.00912,0.00841,0.00805,0.06562626854900547,0.06236317709795117,3.1591409974883324e+34,2.385877952940361e-08,2.4890261015997753e-05,1.2243986254295532e+39,0.0009247723757020793,20550.497237823984,0.0006516519925743273
1.525,5.25,17386,0.27333,1164,0.0193,2e-05,0.69709,1.10298,1.0031,0.76888,0.69925,0.0073,0.00664,0.00662,0.07061061720264881,0.06695041987806281,3.683845636719152e+34,2.782150620586928e-08,1.572126998734614e-05,1.801658031088083e+39,0.0013607689056556516,30239.309014570037,0.0009588821985847931
1.525,5.75,17411,0.1758,1215,0.01313,2e-05,0.56965,1.07516,0.96562,0.61246,0.55006,0.00583,0.00523,0.00542,0.07468714448236631,0.06978347021997587,4.372264334765827e+34,3.302065051556398e-08,1.0097065073803918e-05,2.6520944402132522e+39,0.002003092477502456,44513.16616672125,0.0014115032396854784
1.525,6.25,17393,0.11813,1221,0.0089,1e-05,0.47952,1.05004,0.93219,0.50351,0.447,0.00481,0.00427,0.00458,0.07534072631846271,0.07020065543609498,5.272202620748413e+34,3.9817254140536305e-08,6.79181279825217e-06,3.9085393258426965e+39,0.00295206897722258,65601.53282716846,0.002080210959765616
1.525,6.75,17625,0.08207,1233,0.00621,1e-05,0.40555,1.0272,0.90213,0.41658,0.36586,0.00392,0.00345,0.00382,0.07566711343974655,0.06995744680851064,6.344894617307453e+34,4.7918545557793613e-08,4.65645390070922e-06,5.67632850241546e+39,0.00428725717705095,95272.38171224334,0.0030210674058930537
1.525,7.25,17603,0.05784,1210,0.00426,1e-05,0.34866,1.00629,0.87489,0.35085,0.30504,0.00333,0.0029,0.00331,0.07365145228215766,0.06873828324717378,7.73975476057141e+34,5.8452947364786717e-08,3.2858035562120095e-06,8.264319248826292e+39,0.006241932967391459,138709.62149758797,0.004398453243835235
1.525,7.75,17527,0.04105,1156,0.00271,1e-05,0.29941,0.98704,0.85007,0.29553,0.25452,0.0028,0.00241,0.00283,0.06601705237515225,0.06595538312318137,1.0251143014932332e+35,7.741970406262616e-08,2.342100758829235e-06,1.2935055350553505e+40,0.009769679267789655,217103.983728659,0.006884322162882388
1.525,8.25,17399,0.03,1106,0.00188,1e-05,0.26293,0.96924,0.82732,0.25484,0.21753,0.00243,0.00207,0.0025,0.06266666666666666,0.06356687165929076,1.2523502439578276e+35,9.458124340743354e-08,1.724237025116386e-06,1.8509574468085107e+40,0.013980041139037088,310667.58086749085,0.009851204365407498
1.525,8.75,17506,0.02251,1051,0.00139,1e-05,0.23188,0.9527,0.80637,0.22091,0.18698,0.00209,0.00177,0.0022,0.061750333185251,0.060036558894093456,1.466139568540722e+35,1.1072725387362903e-07,1.2858448531931909e-06,2.518848920863309e+40,0.019024538677215323,422767.5261603405,0.013405870312035151
1.525,9.25,17539,0.01698,964,0.00092,0.0,0.20472,0.93728,0.78699,0.19188,0.16111,0.00182,0.00153,0.00194,0.05418138987043581,0.05496322481327328,1.9237566957609375e+35,1.452878706865748e-07,9.681281715035064e-07,3.8128260869565217e+40,0.028797780112964664,639950.6691769925,0.02029270259947338
1.525,9.75,17609,0.01309,851,0.00062,0.0,0.18306,0.92284,0.76899,0.16893,0.14077,0.00159,0.00133,0.00172,0.04736440030557678,0.04832755977057187,2.499603767928307e+35,1.8877756724781412e-07,7.433698676812993e-07,5.680322580645161e+40,0.04290273852451027,953394.1894335616,0.030231931425468088
1.525,10.25,17290,0.00994,733,0.00047,0.0,0.16369,0.90929,0.75221,0.14884,0.12313,0.00142,0.00117,0.00156,0.04728370221327968,0.042394447657605555,2.8418350134658373e+35,2.1462389649315285e-07,5.748987854251012e-07,7.357446808510638e+40,0.05556983994343381,1234885.332076307,0.03915795700394175
1.525,10.75,17694,0.00798,656,0.00031,0.0,0.14753,0.89652,0.73653,0.13227,0.10866,0.00125,0.00102,0.00139,0.03884711779448622,0.03707471459251724,3.892331667629994e+35,2.9396055189411623e-07,4.510003390979993e-07,1.141548387096774e+41,0.0862196666991521,1915992.593314491,0.060755726576436166
1.5750000000000002,2.25,17399,11.32295,426,0.30359,0.00019,3.42481,1.37731,1.39677,4.71704,4.78368,0.04628,0.04694,0.0336,0.026811917389019647,0.02448416575665268,1.5813666079684288e+34,1.194295451981292e-08,0.0006507816541180528,1.1462169373167756e+38,8.657227623238485e-05,1923.8283607196634,6.1004197130887346e-05
1.5750000000000002,2.75,17258,5.03556,677,0.22296,0.00012,2.41512,1.31071,1.29729,3.1655,3.13311,0.03113,0.03081,0.02375,0.04427710125586826,0.039228184030594505,1.4269491502081356e+34,1.0776747603716754e-08,0.0002917812029203848,1.548080373161105e+38,0.00011692449948346713,2598.322210743714,8.23922568094785e-05
1.5750000000000002,3.25,17289,2.49865,869,0.14202,8e-05,1.76774,1.25573,1.21703,2.2198,2.15139,0.02166,0.02099,0.01725,0.05683869289416285,0.05026317311585401,1.585156210637148e+34,1.1971574734817218e-08,0.00014452252877552202,2.4347275031685672e+38,0.0001838918053752694,4086.4845638948755,0.00012958157546597146
1.5750000000000002,3.75,17560,1.35369,1001,0.09072,6e-05,1.33095,1.20923,1.15047,1.60942,1.53122,0.01551,0.01476,0.01283,0.06701682069011368,0.057004555808656036,1.8542862626445532e+34,1.400412553919306e-08,7.708940774487472e-05,3.8712522045855375e+38,0.00029239064989316745,6497.569997625944,0.00020603659302466845
1.5750000000000002,4.25,17534,0.77752,1092,0.05401,4e-05,1.04316,1.16914,1.09409,1.2196,1.14131,0.01178,0.01103,0.01008,0.0694644510752135,0.062279000798448725,2.360749855671565e+34,1.7829090368337474e-08,4.4343561081327706e-05,6.492871690427698e+38,0.0004903981639295844,10897.736976212987,0.0003455649726094935
1.5750000000000002,4.75,17503,0.47882,1185,0.038,3e-05,0.85253,1.13406,1.04552,0.96682,0.89134,0.00932,0.00859,0.00822,0.07936176433732926,0.06770267954065018,2.6065919852277514e+34,1.96857638035477e-08,2.735645317945495e-05,9.212105263157895e+38,0.0006957783431388137,15461.740958640305,0.0004902885895053369
1.5750000000000002,5.25,17328,0.29297,1282,0.02473,2e-05,0.68213,1.10298,1.0031,0.75237,0.68424,0.00726,0.0066,0.00658,0.0844113731781411,0.07398430286241921,3.149180547953438e+34,2.3783555229615875e-08,1.6907317636195753e-05,1.401374848362313e+39,0.0010584402177963087,23520.89372880686,0.0007458426474126985
1.5750000000000002,5.75,17366,0.193,1283,0.01637,2e-05,0.56939,1.07516,0.96562,0.61219,0.54982,0.00591,0.0053,0.00549,0.08481865284974092,0.07387999539329725,3.8516994720866694e+34,2.9089188672205036e-08,1.1113670390418058e-05,2.121686010995724e+39,0.0016024818814167098,35610.708475926884,0.001129208158166124
1.5750000000000002,6.25,17493,0.13015,1302,0.01122,2e-05,0.4762,1.05004,0.93219,0.50003,0.44391,0.0048,0.00426,0.00457,0.08620822128313486,0.0744297719087635,4.639650319733043e+34,3.504002960299858e-08,7.440118904704738e-06,3.1181818181818177e+39,0.002355122219170557,52336.04931490127,0.0016595652370275642
1.5750000000000002,6.75,17485,0.0899,1351,0.00777,1e-05,0.40532,1.0272,0.90213,0.41634,0.36565,0.00399,0.0035,0.00388,0.0864293659621802,0.07726622819559623,5.558025445617317e+34,4.197587376797309e-08,5.141549899914212e-06,4.5006435006435004e+39,0.003399277568461858,75539.50152137462,0.002395341879800058
1.5750000000000002,7.25,17529,0.06365,1304,0.00519,1e-05,0.34826,1.00629,0.87489,0.35045,0.30469,0.00337,0.00293,0.00334,0.08153967007069914,0.0743910091847795,6.998983690388713e+34,5.285842225201052e-08,3.6311255633521594e-06,6.754913294797687e+39,0.005101898258910639,113375.51686468087,0.0035951140558308243
1.5750000000000002,7.75,17881,0.04634,1281,0.00341,1e-05,0.29904,0.98704,0.85007,0.29517,0.25421,0.00282,0.00243,0.00285,0.07358653431160984,0.07164028857446451,9.207875336415804e+34,6.954063391296581e-08,2.591577652256585e-06,1.0487390029325512e+40,0.007920989448131051,176021.9877362456,0.005581620615685109
1.5750000000000002,8.25,17487,0.03337,1215,0.00255,1e-05,0.26238,0.96924,0.82732,0.25431,0.21707,0.00245,0.00209,0.00253,0.07641594246329039,0.06948018528049409,1.0291592552242476e+35,7.772519109011763e-08,1.9082747183622116e-06,1.3715294117647057e+40,0.010358983472543094,230199.63272317985,0.00729958246839104
1.5750000000000002,8.75,17115,0.02421,1119,0.0017,1e-05,0.22966,0.9527,0.80637,0.21879,0.18519,0.00212,0.00179,0.00222,0.07021891780256093,0.06538124452234882,1.3018123744767341e+35,9.831677172998519e-08,1.4145486415425065e-06,2.0135294117647058e+40,0.015207926070730404,337953.9126828979,0.010716448271274033
1.5750000000000002,9.25,17551,0.01877,1112,0.00134,1e-05,0.20347,0.93728,0.78699,0.19071,0.16013,0.00183,0.00153,0.00195,0.07139051678209911,0.06335821320722466,1.4689804086379488e+35,1.1094180263106629e-07,1.069454731924107e-06,2.6195522388059694e+40,0.019785137755332093,439669.72789626877,0.01394183561314906
1.5750000000000002,9.75,17372,0.01417,916,0.00084,0.0,0.18046,0.92284,0.76899,0.16654,0.13877,0.0016,0.00133,0.00173,0.059280169371912494,0.05272852866682017,2.0258253415452885e+35,1.5299640069067958e-07,8.156804052498273e-07,4.1361904761904756e+40,0.031240109336786066,694224.6519285793,0.022013719302656623
1.5750000000000002,10.25,17161,0.0109,758,0.00061,0.0,0.16233,0.90929,0.75221,0.14761,0.12211,0.00144,0.00119,0.00158,0.055963302752293574,0.04416992016782239,2.4210896902671084e+35,1.8284794881558102e-07,6.351611211467863e-07,5.62655737704918e+40,0.04249665692635332,944370.1539189627,0.029945781136446054
1.5750000000000002,10.75,17569,0.00867,654,0.00038,0.0,0.1447,0.89652,0.73653,0.12972,0.10657,0.00124,0.00102,0.00139,0.04382929642445213,0.03722465706642381,3.517698037879157e+35,2.6566709749106235e-07,4.934828390915818e-07,9.246842105263158e+40,0.0698401971696613,1552004.3815480291,0.04921373609677921
1.625,2.25,17461,13.54142,500,0.40816,0.0002,3.82486,1.37731,1.39677,5.26804,5.34245,0.0513,0.05203,0.03725,0.030141595194595545,0.028635244258633525,1.2595479310694419e+34,9.512483430778957e-09,0.0007755237386174904,8.555958447667582e+37,6.462204265609955e-05,1436.045392357768,4.553670067090842e-05
1.625,2.75,17348,5.99203,753,0.27479,0.00013,2.66457,1.31071,1.29729,3.49246,3.45672,0.03369,0.03334,0.0257,0.045859249703355955,0.0434055798939359,1.2487388111147867e+34,9.430849717655664e-09,0.0003454017754207978,1.2626369227410023e+38,9.536532649101225e-05,2119.22947757805,6.720032589986206e-05
1.625,3.25,17558,3.0722,1039,0.20161,9e-05,1.98612,1.25573,1.21703,2.49402,2.41716,0.02389,0.02315,0.01902,0.0656239828136189,0.059175304704408245,1.2219895134740395e+34,9.228831005770255e-09,0.00017497437065725025,1.741778681613015e+38,0.00013155428108859628,2923.428468635473,9.27013086198463e-05
1.625,3.75,17350,1.64279,1078,0.10932,6e-05,1.51172,1.20923,1.15047,1.82801,1.73919,0.01753,0.01668,0.0145,0.06654532837429009,0.06213256484149856,1.644121300917477e+34,1.2416896766992499e-08,9.468530259365995e-05,3.1741675814123666e+38,0.00023974075388310924,5327.572308513539,0.0001689362096814288
1.625,4.25,17344,0.93638,1220,0.07142,5e-05,1.17102,1.16914,1.09409,1.36908,1.28119,0.0131,0.01226,0.01121,0.07627245349110404,0.07034132841328414,1.9152851998709882e+34,1.4464807792998928e-08,5.398869926199262e-05,4.8569028283394e+38,0.00036683556105282473,8151.901356729439,0.0002584950962940588
1.625,4.75,17554,0.57591,1227,0.04417,3e-05,0.94032,1.13406,1.04552,1.06638,0.98312,0.01015,0.00935,0.00895,0.07669601152957928,0.06989859861000342,2.4453736306585976e+34,1.846819447669056e-08,3.280790702973681e-05,7.948381254244962e+38,0.0006003309104414623,13340.686898699161,0.0004230304064782839
1.625,5.25,17511,0.36457,1426,0.03203,3e-05,0.77079,1.10298,1.0031,0.85016,0.77318,0.00813,0.00739,0.00737,0.08785692733905698,0.08143452686882531,2.677646970480089e+34,2.0222392345593903e-08,2.0819484895208728e-05,1.0934124258507647e+39,0.0008258402007936288,18352.00446208064,0.0005819382439776966
1.625,5.75,17509,0.23689,1444,0.02089,2e-05,0.63485,1.07516,0.96562,0.68256,0.61302,0.00649,0.00583,0.00604,0.08818438937903668,0.08247187160888686,3.3227483411085285e+34,2.5094391217495113e-08,1.3529613341709978e-05,1.6763044518908568e+39,0.001266090975748381,28135.355016630692,0.0008921662549667267
1.625,6.25,17479,0.15845,1479,0.01465,2e-05,0.53045,1.05004,0.93219,0.557,0.49448,0.00537,0.00477,0.00511,0.0924581887030609,0.08461582470393043,3.8835546350818923e+34,2.9329768409348932e-08,9.06516391097889e-06,2.386211604095563e+39,0.0018022746254498208,40050.54723221824,0.001269994521569579
1.625,6.75,17512,0.10893,1438,0.00994,1e-05,0.44761,1.0272,0.90213,0.45979,0.4038,0.00439,0.00386,0.00428,0.09125126227852749,0.08211512105984468,4.766851177750949e+34,3.600068860169887e-08,6.220306075833714e-06,3.52354124748491e+39,0.002661284930124554,59139.66511387898,0.0018753064787506019
1.625,7.25,17388,0.07686,1451,0.00677,1e-05,0.38641,1.00629,0.87489,0.38884,0.33806,0.00374,0.00325,0.00372,0.08808222742648972,0.08344835518748563,5.839434248015952e+34,4.41011573749411e-08,4.420289855072464e-06,5.1367799113737074e+39,0.0038797431354786307,86216.51412174734,0.00273390772836591
1.625,7.75,17519,0.05538,1319,0.00459,1e-05,0.33201,0.98704,0.85007,0.32771,0.28223,0.00314,0.00271,0.00319,0.0828819068255688,0.07528968548433129,7.363436866207428e+34,5.561088185339043e-08,3.161139334436897e-06,7.633551198257081e+39,0.00576552205306426,128122.7122903169,0.0040627445551216675
